reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,0.0,0,1.0,0.36115,0.1485,None,None,None,0.18,0.28,0.7,0.0,1.0,0.0,1.0,0.36115,0.1485,2.0,0.1425,0.5285,0.2,0.8,0.4,0.6,0.5,0.1,1,0.0,None,None,0.020000000000000018,0.52,0.29999999999999993,0.6,0.5,0.1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,0.0,1,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.1425,0.5285,3.0,0.394,0.584,0.1,0.9,0.7,0.8,0.6,0.0,None,None,None,None,0.1,0.9,0.7,0.8,0.4,0.0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,0.0,2,2.0,0.1425,0.5285,None,None,None,0.1,0.18,0.44,0.0,1.0,0.0,5.0,0.8625,0.585,4.0,0.63,0.585,0.0,0.8,0.9,0.9,0.7,0.0,0,0.7222134379807676,None,None,0.1,0.6200000000000001,0.46,0.9,0.30000000000000004,0.0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,1.0,3,6.0,0.502,0.4329999999999999,None,None,None,0.6,0.82,0.75,0.0,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.3,0.9,0.8,0.9,0.8,0.1,0,0.315,None,None,0.3,0.08000000000000007,0.050000000000000044,0.9,0.19999999999999996,0.1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,1.0,4,1.0,0.3635,0.149,1.0,0.3635,0.149,0.22,0.35,0.87,0.33,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.2,0.9,0.7,0.9,0.7,0.1,0,0.33437740653339604,0,0.5892930086128632,0.01999999999999999,0.55,0.17000000000000004,0.5700000000000001,0.30000000000000004,0.1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,1.0,5,4.0,0.346,0.7505,None,None,None,0.38,0.2,0.67,0.17,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.1,0.8,0.9,0.9,0.8,0.0,0,0.3550876652321226,None,None,0.28,0.6000000000000001,0.22999999999999998,0.73,0.19999999999999996,0.0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,1.0,6,3.0,0.1755,0.7075,None,None,None,0.32,0.24,0.62,0.15,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.3,0.9,0.8,0.9,0.8,0.1,0,0.27474078692469384,None,None,0.020000000000000018,0.66,0.18000000000000005,0.75,0.19999999999999996,0.1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,1.0,7,3.0,0.1755,0.7075,None,None,None,0.15,0.34,0.83,0.33,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.2,0.8,0.7,0.9,0.7,0.1,0,0.27474078692469384,None,None,0.05000000000000002,0.46,0.13,0.5700000000000001,0.30000000000000004,0.1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,1.0,8,4.0,0.346,0.7505,None,None,None,0.04,0.21,0.5,0.5,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.1,0.9,0.9,0.9,0.9,0.0,0,0.3550876652321226,None,None,0.060000000000000005,0.6900000000000001,0.4,0.4,0.09999999999999998,0.0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,202,1.0,9,8.0,0.6599999999999999,0.7515000000000001,None,None,None,0.12,0.2,0.2,0.0,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.3,0.9,0.8,0.9,0.8,0.1,0,0.5702378889551272,None,None,0.18,0.7,0.6000000000000001,0.9,0.19999999999999996,0.1
