reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,0.0,0,3.0,0.394,0.584,None,None,None,0.17,0.29,1.0,0.0,1.0,0.0,2.0,0.1425,0.5285,None,None,None,0.15,0.75,0.85,0.9,0.85,0.1,0,0.25755096583006637,None,None,0.020000000000000018,0.46,0.15000000000000002,0.9,0.15000000000000002,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,0.0,1,1.0,0.36115,0.1485,None,None,None,0.24,0.35,1.0,0.25,1.0,0.0,2.0,0.1425,0.5285,None,None,None,0.2,0.8,0.9,0.9,0.9,0.05,0,0.43841512576552377,None,None,0.03999999999999998,0.45000000000000007,0.09999999999999998,0.65,0.09999999999999998,0.05
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,0.0,2,1.0,0.36115,0.1485,None,None,None,0.15,0.23,0.89,0.33,1.0,0.0,2.0,0.1425,0.5285,None,None,None,0.25,0.75,0.85,0.9,0.85,0.1,0,0.43841512576552377,None,None,0.1,0.52,0.040000000000000036,0.5700000000000001,0.15000000000000002,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,1.0,3,8.0,0.6599999999999999,0.7515000000000001,None,None,None,0.13,0.07,0.5,0.0,1.0,0.0,5.0,0.345,0.495,None,None,None,0.2,0.3,0.9,0.33,1.0,0.0,0,0.4062231529590602,None,None,0.07,0.22999999999999998,0.4,0.33,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,1.0,4,2.0,0.187,0.4329999999999999,6.0,0.502,0.4329999999999999,0.53,0.27,0.93,0.33,1.0,0.0,2.0,0.187,0.433,2.0,0.187,0.433,0.25,0.35,0.9,0.38,1.0,0.0,1,1.1102230246251565e-16,0,0.315,0.28,0.07999999999999996,0.030000000000000027,0.04999999999999999,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,1.0,5,1.0,0.3635,0.149,None,None,None,0.25,0.09,0.67,0.33,1.0,0.0,3.0,0.1755,0.7075,None,None,None,0.2,0.3,0.95,0.4,1.0,0.0,0,0.5892930086128632,None,None,0.04999999999999999,0.21,0.2799999999999999,0.07,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,1.0,6,2.0,0.187,0.4329999999999999,None,None,None,0.55,0.36,1.0,0.08,1.0,0.0,5.0,0.345,0.495,None,None,None,0.25,0.25,0.9,0.45,1.0,0.0,0,0.16972919607421702,None,None,0.30000000000000004,0.10999999999999999,0.09999999999999998,0.37,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,1.0,7,2.0,0.187,0.4329999999999999,None,None,None,0.54,0.43,1.0,0.17,1.0,0.0,4.0,0.346,0.7505,None,None,None,0.2,0.2,0.85,0.5,1.0,0.0,0,0.3550876652321227,None,None,0.34,0.22999999999999998,0.15000000000000002,0.32999999999999996,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,1.0,8,1.0,0.3635,0.149,None,None,None,0.25,0.11,0.83,0.17,1.0,0.0,5.0,0.345,0.495,None,None,None,0.25,0.25,0.85,0.55,1.0,0.0,0,0.3464942279461521,None,None,0.0,0.14,0.020000000000000018,0.38,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,142,1.0,9,2.0,0.187,0.4329999999999999,None,None,None,0.33,0.17,0.8,0.0,1.0,0.0,7.0,0.505,0.72,None,None,None,0.2,0.2,0.8,0.6,1.0,0.0,0,0.428360829208274,None,None,0.13,0.03,0.0,0.6,0.0,0.0
