reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,0.0,0,1.0,0.1999999999999999,0.15,None,None,None,0.09,0.16,0.58,0.0,1.0,0.0,1.0,0.2,0.15,None,None,None,0.3,0.7,0.85,0.6,0.65,0.2,1,1.1102230246251565e-16,None,None,0.21,0.5399999999999999,0.27,0.6,0.35,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,0.0,1,4.0,0.81,0.5715,None,None,None,0.2,0.2,0.93,0.29,1.0,0.0,2.0,0.182,0.575,None,None,None,0.4,0.65,0.75,0.55,0.55,0.35,0,0.6280097531089784,None,None,0.2,0.45,0.18000000000000005,0.26000000000000006,0.44999999999999996,0.35
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,0.0,2,3.0,0.495,0.575,3.0,0.495,0.575,0.32,0.34,1.0,0.44,1.0,0.0,3.0,0.495,0.575,3.0,0.495,0.575,0.35,0.5,0.65,0.5,0.45,0.3,1,0.0,1,0.0,0.02999999999999997,0.15999999999999998,0.35,0.06,0.55,0.3
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,0.0,3,3.0,0.495,0.575,None,None,None,0.51,0.45,1.0,0.67,1.0,0.0,3.0,0.495,0.575,None,None,None,0.3,0.45,0.55,0.45,0.4,0.25,1,0.0,None,None,0.21000000000000002,0.0,0.44999999999999996,0.22000000000000003,0.6,0.25
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,0.0,4,3.0,0.495,0.575,2.0,0.182,0.575,0.28,0.22,0.8,0.2,1.0,0.1,4.0,0.81,0.5715,4.0,0.81,0.5715,0.25,0.35,0.45,0.35,0.3,0.2,0,0.3150194438443444,0,0.6280097531089784,0.030000000000000027,0.12999999999999998,0.35000000000000003,0.14999999999999997,0.7,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,0.0,5,2.0,0.182,0.575,None,None,None,0.28,0.13,0.71,0.0,1.0,0.0,4.0,0.81,0.5715,None,None,None,0.2,0.3,0.4,0.3,0.25,0.15,0,0.6280097531089784,None,None,0.08000000000000002,0.16999999999999998,0.30999999999999994,0.3,0.75,0.15
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,0.0,6,2.0,0.182,0.575,None,None,None,0.02,0.0,0.22,0.0,1.0,0.0,4.0,0.81,0.5715,None,None,None,0.2,0.25,0.35,0.3,0.25,0.15,0,0.6280097531089784,None,None,0.18000000000000002,0.25,0.12999999999999998,0.3,0.75,0.15
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,1.0,7,3.0,0.745,0.415,None,None,None,0.09,0.02,0.5,0.0,1.0,0.0,2.0,0.25,0.42,None,None,None,0.21,0.45,1.0,0.58,1.0,0.0,0,0.49502525188115404,None,None,0.12,0.43,0.5,0.58,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,1.0,8,5.0,0.735,0.73,None,None,None,0.24,0.19,1.0,0.0,1.0,0.0,2.0,0.25,0.42,None,None,None,0.32,0.58,1.0,0.67,1.0,0.0,0,0.5756083738098327,None,None,0.08000000000000002,0.38999999999999996,0.0,0.67,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,1.0,9,5.0,0.735,0.73,None,None,None,0.28,0.19,0.75,0.12,1.0,0.0,3.0,0.745,0.415,None,None,None,0.43,0.69,1.0,0.67,1.0,0.0,0,0.3151586901863885,None,None,0.14999999999999997,0.49999999999999994,0.25,0.55,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,1.0,10,3.0,0.745,0.415,None,None,None,0.26,0.37,1.0,0.9,1.0,0.0,3.0,0.745,0.415,None,None,None,0.54,0.8,1.0,0.67,1.0,0.0,1,0.0,None,None,0.28,0.43000000000000005,0.0,0.22999999999999998,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,1.0,11,3.0,0.745,0.415,None,None,None,0.29,0.39,1.0,0.0,1.0,0.0,4.0,0.2425,0.747,None,None,None,0.65,0.91,1.0,0.67,1.0,0.0,0,0.6022709108034356,None,None,0.36000000000000004,0.52,0.0,0.67,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,1.0,12,3.0,0.745,0.415,None,None,None,0.28,0.2,0.92,0.0,1.0,0.0,4.0,0.2425,0.747,None,None,None,0.76,1.0,1.0,0.67,1.0,0.0,0,0.6022709108034356,None,None,0.48,0.8,0.07999999999999996,0.67,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,2.0,13,3.0,0.66,0.3335,None,None,None,0.35,0.13,0.9,0.0,1.0,0.0,1.0,0.2175,0.1515,None,None,None,0.15,0.35,0.95,0.85,0.95,0.0,0,0.4784665610050508,None,None,0.19999999999999998,0.21999999999999997,0.04999999999999993,0.85,0.050000000000000044,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,2.0,14,5.0,0.66,0.7150000000000001,None,None,None,0.52,0.47,1.0,0.0,1.0,0.0,1.0,0.2175,0.1515,None,None,None,0.15,0.35,0.95,0.85,0.95,0.0,0,0.7164764476240654,None,None,0.37,0.12,0.050000000000000044,0.85,0.050000000000000044,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,2.0,15,5.0,0.66,0.7150000000000001,None,None,None,0.42,0.42,1.0,0.0,1.0,0.0,1.0,0.2175,0.1515,None,None,None,0.2,0.4,0.9,0.7,0.9,0.0,0,0.7164764476240654,None,None,0.21999999999999997,0.019999999999999962,0.09999999999999998,0.7,0.09999999999999998,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,2.0,16,4.0,0.6625,0.5225,None,None,None,0.67,0.49,1.0,1.0,1.0,0.0,3.0,0.66,0.3335,None,None,None,0.25,0.45,0.85,0.6,0.85,0.0,0,0.18901653366835394,None,None,0.42000000000000004,0.03999999999999998,0.15000000000000002,0.4,0.15000000000000002,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,2.0,17,5.0,0.66,0.7150000000000001,None,None,None,0.57,0.48,1.0,0.12,1.0,0.0,3.0,0.66,0.3335,None,None,None,0.3,0.55,0.8,0.5,0.8,0.0,0,0.38150000000000006,None,None,0.26999999999999996,0.07000000000000006,0.19999999999999996,0.38,0.19999999999999996,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,2.0,18,4.0,0.6625,0.5225,None,None,None,0.37,0.14,1.0,0.86,1.0,0.0,4.0,0.6625,0.5225,None,None,None,0.35,0.6,0.75,0.4,0.75,0.0,1,0.0,None,None,0.020000000000000018,0.45999999999999996,0.25,0.45999999999999996,0.25,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,2.0,19,4.0,0.6625,0.5225,None,None,None,0.2,0.14,0.67,0.33,1.0,0.0,3.0,0.66,0.3335,None,None,None,0.4,0.65,0.7,0.35,0.7,0.0,0,0.18901653366835394,None,None,0.2,0.51,0.029999999999999916,0.019999999999999962,0.30000000000000004,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,5,544,2.0,20,5.0,0.66,0.7150000000000001,None,None,None,0.44,0.25,1.0,0.09,1.0,0.0,1.0,0.2175,0.1515,None,None,None,0.45,0.7,0.65,0.3,0.65,0.0,0,0.7164764476240654,None,None,0.010000000000000009,0.44999999999999996,0.35,0.21,0.35,0.0
