reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,0,3.0,0.163,0.645,None,None,None,0.0,0.2,0.4,0.0,1.0,0.0,1.0,0.275,0.15,3.0,0.163,0.645,0.6,0.4,0.7,0.8,0.6,0.3,0,0.5075125614208973,None,None,0.6,0.2,0.29999999999999993,0.8,0.4,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,1,1.0,0.275,0.15,None,None,None,0.15,0.05,0.6,0.1,1.0,0.0,2.0,0.495,0.299,3.0,0.163,0.645,0.5,0.6,0.7,0.8,0.7,0.2,0,0.26570848687988874,None,None,0.35,0.5499999999999999,0.09999999999999998,0.7000000000000001,0.30000000000000004,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,2,1.0,0.275,0.15,None,None,None,0.08,0.0,0.33,0.0,1.0,0.0,3.0,0.163,0.645,4.0,0.495,0.63,0.4,0.5,0.6,0.7,0.6,0.4,0,0.5075125614208973,None,None,0.32,0.5,0.26999999999999996,0.7,0.4,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,3,2.0,0.495,0.299,None,None,None,0.05,0.0,0.25,0.17,1.0,0.0,3.0,0.163,0.645,4.0,0.495,0.63,0.6,0.7,0.8,0.9,0.8,0.2,0,0.4795205939268928,None,None,0.5499999999999999,0.7,0.55,0.73,0.19999999999999996,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,4,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.495,0.63,5.0,0.605,0.91,0.5,0.6,0.7,0.8,0.7,0.3,None,None,None,None,0.5,0.6,0.7,0.8,0.30000000000000004,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,5,3.0,0.163,0.645,None,None,None,0.0,0.08,0.5,0.25,1.0,0.0,4.0,0.495,0.63,6.0,0.735,0.53,0.4,0.5,0.6,0.7,0.6,0.4,0,0.33233868267175876,None,None,0.4,0.42,0.09999999999999998,0.44999999999999996,0.4,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,6,3.0,0.163,0.645,None,None,None,0.0,0.25,0.88,0.88,1.0,0.0,4.0,0.495,0.63,6.0,0.735,0.53,0.6,0.7,0.8,0.9,0.8,0.2,0,0.33233868267175876,None,None,0.6,0.44999999999999996,0.07999999999999996,0.020000000000000018,0.19999999999999996,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,7,2.0,0.495,0.299,4.0,0.495,0.63,0.0,0.0,0.8,0.4,1.0,0.0,5.0,0.605,0.91,2.0,0.495,0.299,0.5,0.6,0.7,0.8,0.7,0.3,0,0.6208228410746499,0,0.331,0.5,0.6,0.10000000000000009,0.4,0.30000000000000004,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,8,2.0,0.495,0.299,None,None,None,0.0,0.0,0.45,0.18,1.0,0.0,5.0,0.605,0.91,1.0,0.275,0.15,0.4,0.5,0.6,0.7,0.6,0.4,0,0.6208228410746499,None,None,0.4,0.5,0.14999999999999997,0.52,0.4,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,578,0.0,9,3.0,0.163,0.645,None,None,None,0.0,0.0,0.46,0.38,1.0,0.0,5.0,0.605,0.91,1.0,0.275,0.15,0.6,0.7,0.8,0.9,0.8,0.2,0,0.5153532768887765,None,None,0.6,0.7,0.34,0.52,0.19999999999999996,0.2
