reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,0.0,0,1.0,0.36115,0.1485,None,None,None,0.1,0.12,0.6,0.0,1.0,0.0,2.0,0.1425,0.5285,3.0,0.394,0.584,0.6,0.7,0.8,0.7,0.6,0.3,0,0.43841512576552377,None,None,0.5,0.58,0.20000000000000007,0.7,0.4,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,0.0,1,5.0,0.8625,0.585,None,None,None,0.15,0.16,0.67,0.08,1.0,0.0,1.0,0.36115,0.1485,2.0,0.1425,0.5285,0.5,0.8,0.7,0.8,0.7,0.2,0,0.6647436141099815,None,None,0.35,0.64,0.029999999999999916,0.7200000000000001,0.30000000000000004,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,0.0,2,1.0,0.36115,0.1485,None,None,None,0.32,0.27,1.0,0.11,1.0,0.0,3.0,0.394,0.584,4.0,0.63,0.585,0.4,0.6,0.6,0.6,0.5,0.4,0,0.4367371892797773,None,None,0.08000000000000002,0.32999999999999996,0.4,0.49,0.5,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,1.0,3,1.0,0.3635,0.149,None,None,None,0.29,0.34,1.0,0.0,1.0,0.0,2.0,0.187,0.433,3.0,0.1755,0.7075,0.6,0.7,0.8,0.7,0.6,0.3,0,0.33437740653339604,None,None,0.31,0.35999999999999993,0.19999999999999996,0.7,0.4,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,1.0,4,1.0,0.3635,0.149,None,None,None,0.23,0.34,1.0,0.0,1.0,0.0,1.0,0.3635,0.149,2.0,0.187,0.433,0.5,0.8,0.7,0.8,0.7,0.2,1,0.0,None,None,0.27,0.46,0.30000000000000004,0.8,0.30000000000000004,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,1.0,5,1.0,0.3635,0.149,None,None,None,0.46,0.26,1.0,0.0,1.0,0.0,3.0,0.1755,0.7075,4.0,0.346,0.7505,0.4,0.6,0.6,0.6,0.5,0.4,0,0.5892930086128632,None,None,0.06,0.33999999999999997,0.4,0.6,0.5,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,1.0,6,1.0,0.3635,0.149,None,None,None,0.42,0.3,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,1.0,7,6.0,0.502,0.4329999999999999,None,None,None,0.23,0.26,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,1.0,8,1.0,0.3635,0.149,None,None,None,0.54,0.4,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,2,165,1.0,9,6.0,0.502,0.4329999999999999,None,None,None,0.35,0.2,1.0,0.6,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
