reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,0.0,0,1.0,0.2264999999999999,0.156,None,None,None,0.12,0.15,0.67,0.17,1.0,0.0,2.0,0.2025,0.555,None,None,None,0.3,0.6,0.5,0.4,0.5,0.2,0,0.3997211528053025,None,None,0.18,0.44999999999999996,0.17000000000000004,0.23,0.5,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,0.0,1,4.0,0.68,0.7849999999999999,None,None,None,0.17,0.21,0.77,0.46,1.0,0.0,4.0,0.68,0.785,None,None,None,0.25,0.65,0.55,0.45,0.55,0.15,1,1.1102230246251565e-16,None,None,0.07999999999999999,0.44000000000000006,0.21999999999999997,0.010000000000000009,0.44999999999999996,0.15
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,0.0,2,4.0,0.68,0.7849999999999999,None,None,None,0.24,0.17,0.86,0.43,1.0,0.0,1.0,0.2265,0.156,None,None,None,0.2,0.7,0.6,0.5,0.6,0.1,0,0.7754374571814285,None,None,0.03999999999999998,0.5299999999999999,0.26,0.07,0.4,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,3,5.0,0.345,0.7955,None,None,None,0.33,0.31,0.83,0.0,1.0,0.0,3.0,0.165,0.73,None,None,None,0.15,0.2,0.7,0.3,0.9,0.05,0,0.19154699162346556,None,None,0.18000000000000002,0.10999999999999999,0.13,0.3,0.09999999999999998,0.05
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,4,3.0,0.165,0.73,None,None,None,0.31,0.11,1.0,0.82,1.0,0.0,4.0,0.353,0.475,None,None,None,0.1,0.25,0.75,0.35,0.95,0.03,0,0.3168106690122667,None,None,0.21,0.14,0.25,0.47,0.050000000000000044,0.03
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,5,6.0,0.508,0.41,None,None,None,0.53,0.24,1.0,0.11,1.0,0.0,5.0,0.345,0.7955,None,None,None,0.12,0.22,0.8,0.4,0.92,0.02,0,0.4185442031613865,None,None,0.41000000000000003,0.01999999999999999,0.19999999999999996,0.29000000000000004,0.07999999999999996,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,6,5.0,0.345,0.7955,None,None,None,0.66,0.3,0.89,0.33,1.0,0.0,5.0,0.345,0.7955,None,None,None,0.13,0.23,0.78,0.38,0.9,0.01,1,0.0,None,None,0.53,0.06999999999999998,0.10999999999999999,0.04999999999999999,0.09999999999999998,0.01
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,7,3.0,0.165,0.73,None,None,None,0.31,0.18,0.88,0.0,1.0,0.0,6.0,0.508,0.41,None,None,None,0.11,0.2,0.76,0.37,0.93,0.02,0,0.4690938072496801,None,None,0.2,0.020000000000000018,0.12,0.37,0.06999999999999995,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,8,3.0,0.165,0.73,None,None,None,0.42,0.17,0.8,0.0,1.0,0.0,5.0,0.345,0.7955,None,None,None,0.14,0.21,0.74,0.36,0.94,0.02,0,0.19154699162346556,None,None,0.27999999999999997,0.03999999999999998,0.06000000000000005,0.36,0.06000000000000005,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,9,3.0,0.165,0.73,None,None,None,0.34,0.2,0.88,0.12,1.0,0.0,5.0,0.345,0.7955,None,None,None,0.12,0.19,0.75,0.33,0.91,0.01,0,0.19154699162346556,None,None,0.22000000000000003,0.010000000000000009,0.13,0.21000000000000002,0.08999999999999997,0.01
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,10,2.0,0.17,0.405,None,None,None,0.33,0.1,0.67,0.22,1.0,0.0,6.0,0.508,0.41,None,None,None,0.1,0.24,0.79,0.39,0.95,0.02,0,0.33803698022553685,None,None,0.23,0.13999999999999999,0.12,0.17,0.050000000000000044,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,11,1.0,0.2274999999999999,0.1485,None,None,None,0.45,0.18,0.83,0.17,1.0,0.0,7.0,0.501,0.739,None,None,None,0.12,0.22,0.8,0.4,0.9,0.03,0,0.650763013700072,None,None,0.33,0.04000000000000001,0.029999999999999916,0.23,0.09999999999999998,0.03
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,12,3.0,0.165,0.73,None,None,None,0.24,0.06,0.67,0.33,1.0,0.0,8.0,0.6565,0.4975,None,None,None,0.11,0.18,0.74,0.36,0.93,0.02,0,0.5437172978671911,None,None,0.13,0.12,0.06999999999999995,0.02999999999999997,0.06999999999999995,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,13,6.0,0.508,0.41,None,None,None,0.36,0.11,1.0,0.0,1.0,0.0,8.0,0.6565,0.4975,None,None,None,0.13,0.2,0.75,0.35,0.92,0.03,0,0.1723615386331881,None,None,0.22999999999999998,0.09000000000000001,0.25,0.35,0.07999999999999996,0.03
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,14,6.0,0.508,0.41,None,None,None,0.31,0.14,0.62,0.12,1.0,0.0,9.0,0.66,0.779,None,None,None,0.14,0.21,0.77,0.38,0.94,0.01,0,0.3990801924425717,None,None,0.16999999999999998,0.06999999999999998,0.15000000000000002,0.26,0.06000000000000005,0.01
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,15,4.0,0.353,0.475,None,None,None,0.59,0.26,1.0,0.09,1.0,0.0,10.0,0.825,0.435,None,None,None,0.15,0.23,0.78,0.39,0.93,0.02,0,0.4736918829787988,None,None,0.43999999999999995,0.03,0.21999999999999997,0.30000000000000004,0.06999999999999995,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,16,9.0,0.6599999999999999,0.779,None,None,None,0.61,0.45,1.0,0.08,1.0,0.0,11.0,0.83,0.715,None,None,None,0.12,0.2,0.76,0.36,0.91,0.03,0,0.18164801127455268,None,None,0.49,0.25,0.24,0.27999999999999997,0.08999999999999997,0.03
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,17,11.0,0.8300000000000001,0.7150000000000001,None,None,None,0.56,0.26,1.0,0.67,1.0,0.0,12.0,0.5,0.58,None,None,None,0.13,0.22,0.75,0.37,0.92,0.01,0,0.35654592972014154,None,None,0.43000000000000005,0.04000000000000001,0.25,0.30000000000000004,0.07999999999999996,0.01
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,18,9.0,0.6599999999999999,0.779,None,None,None,0.56,0.35,1.0,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.11,0.19,0.74,0.36,0.93,0.02,0,0.2553448648396909,None,None,0.45000000000000007,0.15999999999999998,0.26,0.36,0.06999999999999995,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,19,7.0,0.501,0.739,None,None,None,0.26,0.17,1.0,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.15,0.26,0.79,0.4,0.94,0.02,0,0.15900314462299167,None,None,0.11000000000000001,0.09,0.20999999999999996,0.4,0.06000000000000005,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,20,9.0,0.6599999999999999,0.779,None,None,None,0.38,0.22,0.91,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.12,0.21,0.77,0.38,0.92,0.01,0,0.2553448648396909,None,None,0.26,0.010000000000000009,0.14,0.38,0.07999999999999996,0.01
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,21,9.0,0.6599999999999999,0.779,None,None,None,0.59,0.47,0.9,0.3,1.0,0.0,12.0,0.5,0.58,None,None,None,0.11,0.2,0.76,0.35,0.9,0.03,0,0.2553448648396909,None,None,0.48,0.26999999999999996,0.14,0.04999999999999999,0.09999999999999998,0.03
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,1.0,22,7.0,0.501,0.739,None,None,None,0.71,0.51,1.0,0.0,1.0,0.0,12.0,0.5,0.58,None,None,None,0.14,0.23,0.78,0.39,0.93,0.02,0,0.15900314462299167,None,None,0.57,0.28,0.21999999999999997,0.39,0.06999999999999995,0.02
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,2.0,23,3.0,0.3399999999999999,0.5750000000000001,None,None,None,0.47,0.73,1.0,0.0,1.0,0.0,1.0,0.22,0.145,None,None,None,0.3,0.15,0.7,0.2,1.0,0.05,0,0.4464302857109943,None,None,0.16999999999999998,0.58,0.30000000000000004,0.2,0.0,0.05
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,725,2.0,24,4.0,0.542,0.595,None,None,None,0.4,0.29,1.0,0.0,1.0,0.0,2.0,0.145,0.59,None,None,None,0.25,0.2,0.75,0.3,1.0,0.1,0,0.39703148489760864,None,None,0.15000000000000002,0.08999999999999997,0.25,0.3,0.0,0.1
