reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,0.0,0,1.0,0.36115,0.1485,None,None,None,0.06,0.26,0.6,0.0,1.0,0.0,2.0,0.1425,0.5285,None,None,None,0.2,0.7,0.8,0.75,0.65,0.1,0,0.43841512576552377,None,None,0.14,0.43999999999999995,0.20000000000000007,0.75,0.35,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,0.0,1,5.0,0.8625,0.585,None,None,None,0.08,0.07,0.33,0.08,1.0,0.0,3.0,0.394,0.584,None,None,None,0.25,0.75,0.85,0.8,0.7,0.05,0,0.4685010672346436,None,None,0.16999999999999998,0.6799999999999999,0.52,0.7200000000000001,0.30000000000000004,0.05
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,0.0,2,2.0,0.1425,0.5285,None,None,None,0.12,0.0,0.33,0.0,1.0,0.0,5.0,0.8625,0.585,None,None,None,0.3,0.8,0.9,0.85,0.75,0.05,0,0.7222134379807676,None,None,0.18,0.8,0.5700000000000001,0.85,0.25,0.05
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,1.0,3,6.0,0.502,0.4329999999999999,1.0,0.3635,0.149,0.21,0.48,0.75,0.0,1.0,0.0,1.0,0.3635,0.149,1.0,0.3635,0.149,0.08,0.3,0.6,0.1,1.0,0.0,0,0.31597191330876223,1,0.0,0.13,0.18,0.15000000000000002,0.1,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,1.0,4,1.0,0.3635,0.149,1.0,0.3635,0.149,0.31,0.35,0.93,0.13,1.0,0.0,2.0,0.187,0.433,2.0,0.187,0.433,0.1,0.4,0.7,0.2,1.0,0.0,0,0.33437740653339604,0,0.33437740653339604,0.21,0.050000000000000044,0.2300000000000001,0.07,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,1.0,5,6.0,0.502,0.4329999999999999,6.0,0.502,0.4329999999999999,0.1,0.17,0.17,0.0,1.0,0.0,3.0,0.1755,0.7075,3.0,0.1755,0.7075,0.12,0.35,0.8,0.15,1.0,0.0,0,0.4265589056625123,0,0.4265589056625123,0.01999999999999999,0.17999999999999997,0.63,0.15,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,1.0,6,5.0,0.345,0.495,2.0,0.187,0.4329999999999999,0.25,0.39,0.85,0.54,1.0,0.0,4.0,0.346,0.7505,4.0,0.346,0.7505,0.14,0.25,0.7,0.2,1.0,0.0,0,0.25550195693966804,0,0.3550876652321227,0.10999999999999999,0.14,0.15000000000000002,0.34,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,1.0,7,1.0,0.3635,0.149,1.0,0.3635,0.149,0.32,0.24,1.0,0.0,1.0,0.0,5.0,0.345,0.495,5.0,0.345,0.495,0.12,0.2,0.6,0.15,1.0,0.0,0,0.3464942279461521,0,0.3464942279461521,0.2,0.03999999999999998,0.4,0.15,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,1.0,8,3.0,0.1755,0.7075,None,None,None,0.09,0.38,1.0,0.33,1.0,0.0,6.0,0.502,0.433,None,None,None,0.1,0.3,0.65,0.15,1.0,0.0,0,0.42655890566251226,None,None,0.010000000000000009,0.08000000000000002,0.35,0.18000000000000002,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,1.0,9,2.0,0.187,0.4329999999999999,None,None,None,0.29,0.36,1.0,0.0,1.0,0.0,7.0,0.505,0.72,None,None,None,0.1,0.25,0.6,0.15,1.0,0.0,0,0.428360829208274,None,None,0.18999999999999997,0.10999999999999999,0.4,0.15,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,216,1.0,10,1.0,0.3635,0.149,None,None,None,0.39,0.26,0.89,0.0,1.0,0.0,8.0,0.66,0.7515,None,None,None,0.12,0.35,0.75,0.2,1.0,0.0,0,0.6715046537441122,None,None,0.27,0.08999999999999997,0.14,0.2,0.0,0.0
