reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,0.0,0,2.0,0.2024999999999999,0.5549999999999999,None,None,None,0.03,0.1,0.33,0.33,1.0,0.0,2.0,0.2025,0.555,None,None,None,0.4,0.5,0.6,0.7,0.55,0.3,1,1.5700924586837752e-16,None,None,0.37,0.4,0.26999999999999996,0.36999999999999994,0.44999999999999996,0.3
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,0.0,1,3.0,0.67,0.4775,None,None,None,0.12,0.23,0.92,0.0,1.0,0.0,2.0,0.2025,0.555,None,None,None,0.3,0.6,0.65,0.75,0.6,0.25,0,0.47388025913726356,None,None,0.18,0.37,0.27,0.75,0.4,0.25
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,0.0,2,3.0,0.67,0.4775,None,None,None,0.15,0.31,1.0,0.0,1.0,0.0,3.0,0.67,0.4775,None,None,None,0.35,0.55,0.55,0.65,0.5,0.2,1,0.0,None,None,0.19999999999999998,0.24000000000000005,0.44999999999999996,0.65,0.5,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,1.0,3,2.0,0.17,0.405,None,None,None,0.32,0.09,0.67,0.0,1.0,0.0,3.0,0.165,0.73,None,None,None,0.05,0.15,0.7,0.5,0.8,0.1,0,0.3250384592629001,None,None,0.27,0.06,0.029999999999999916,0.5,0.19999999999999996,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,1.0,4,1.0,0.2274999999999999,0.1485,None,None,None,0.36,0.16,0.82,0.18,1.0,0.0,4.0,0.353,0.475,None,None,None,0.1,0.2,0.75,0.55,0.85,0.05,0,0.34978922224676967,None,None,0.26,0.04000000000000001,0.06999999999999995,0.37000000000000005,0.15000000000000002,0.05
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,1.0,5,None,None,None,None,None,None,0.0,0.0,0.0,0.0,1.0,0.0,None,None,None,None,None,None,0.12,0.25,0.8,0.6,0.9,0.05,None,None,None,None,0.12,0.25,0.8,0.6,0.09999999999999998,0.05
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,1.0,6,2.0,0.17,0.405,None,None,None,0.18,0.1,0.33,0.0,1.0,0.0,6.0,0.508,0.41,None,None,None,0.15,0.3,0.85,0.65,0.92,0.06,0,0.33803698022553685,None,None,0.03,0.19999999999999998,0.52,0.65,0.07999999999999996,0.06
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,1.0,7,1.0,0.2274999999999999,0.1485,4.0,0.353,0.475,0.12,0.02,0.62,0.0,1.0,0.0,7.0,0.501,0.739,7.0,0.501,0.739,0.1,0.28,0.9,0.7,0.95,0.04,0,0.650763013700072,0,0.30265491900843117,0.01999999999999999,0.26,0.28,0.7,0.050000000000000044,0.04
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,1.0,8,2.0,0.17,0.405,None,None,None,0.24,0.15,0.8,0.0,1.0,0.0,8.0,0.6565,0.4975,None,None,None,0.08,0.22,0.88,0.68,0.93,0.03,0,0.4952156096085824,None,None,0.15999999999999998,0.07,0.07999999999999996,0.68,0.06999999999999995,0.03
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,3,711,1.0,9,2.0,0.17,0.405,None,None,None,0.48,0.31,1.0,0.0,1.0,0.0,9.0,0.66,0.779,None,None,None,0.05,0.18,0.85,0.65,0.9,0.02,0,0.6164219334189853,None,None,0.43,0.13,0.15000000000000002,0.65,0.09999999999999998,0.02
