reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,0,1.0,0.275,0.15,None,None,None,0.23,0.23,1.0,1.0,1.0,0.0,1.0,0.275,0.15,3.0,0.163,0.645,0.1,0.7,0.5,0.6,0.4,0.2,1,0.0,None,None,0.13,0.47,0.5,0.4,0.6,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,1,2.0,0.495,0.299,None,None,None,0.1,0.08,0.5,0.2,1.0,0.0,2.0,0.495,0.299,3.0,0.163,0.645,0.1,0.6,0.5,0.6,0.4,0.3,1,0.0,None,None,0.0,0.52,0.0,0.39999999999999997,0.6,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,2,3.0,0.163,0.645,None,None,None,0.26,0.29,1.0,0.0,1.0,0.0,3.0,0.163,0.645,3.0,0.163,0.645,0.1,0.5,0.4,0.5,0.3,0.4,1,0.0,None,None,0.16,0.21000000000000002,0.6,0.5,0.7,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,3,4.0,0.495,0.63,6.0,0.735,0.53,0.44,0.19,0.92,0.17,1.0,0.0,3.0,0.163,0.645,3.0,0.163,0.645,0.1,0.4,0.3,0.4,0.2,0.5,0,0.33233868267175876,0,0.5834457986822769,0.33999999999999997,0.21000000000000002,0.6200000000000001,0.23,0.8,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,4,1.0,0.275,0.15,None,None,None,0.45,0.26,0.92,0.23,1.0,0.0,4.0,0.495,0.63,4.0,0.495,0.63,0.1,0.3,0.2,0.3,0.1,0.6,0,0.5280151512977634,None,None,0.35,0.03999999999999998,0.72,0.06999999999999998,0.9,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,5,2.0,0.495,0.299,None,None,None,0.45,0.23,0.92,0.33,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.1,0.2,0.1,0.2,0.0,0.7,0,0.6208228410746499,None,None,0.35,0.03,0.8200000000000001,0.13,1.0,0.7
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,6,2.0,0.495,0.299,None,None,None,0.46,0.2,1.0,0.38,1.0,0.0,6.0,0.735,0.53,6.0,0.735,0.53,0.1,0.2,0.1,0.2,0.0,0.7,0,0.3331080905652098,None,None,0.36,0.0,0.9,0.18,1.0,0.7
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,7,4.0,0.495,0.63,None,None,None,0.48,0.35,1.0,0.0,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.1,0.1,0.1,0.1,0.0,0.8,0,0.30083217912982646,None,None,0.38,0.24999999999999997,0.9,0.1,1.0,0.8
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,8,2.0,0.495,0.299,None,None,None,0.43,0.28,1.0,0.09,1.0,0.0,6.0,0.735,0.53,6.0,0.735,0.53,0.1,0.1,0.1,0.1,0.0,0.8,0,0.3331080905652098,None,None,0.32999999999999996,0.18000000000000002,0.9,0.010000000000000009,1.0,0.8
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,9,3.0,0.163,0.645,None,None,None,0.41,0.29,1.0,0.85,1.0,0.0,6.0,0.735,0.53,6.0,0.735,0.53,0.1,0.1,0.1,0.1,0.0,0.8,0,0.5834457986822769,None,None,0.30999999999999994,0.18999999999999997,0.9,0.75,1.0,0.8
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,10,2.0,0.495,0.299,None,None,None,0.5,0.35,1.0,0.0,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.1,0.1,0.1,0.1,0.0,0.8,0,0.6208228410746499,None,None,0.4,0.24999999999999997,0.9,0.1,1.0,0.8
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,0.0,11,4.0,0.495,0.63,None,None,None,0.42,0.29,1.0,0.1,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.1,0.1,0.1,0.1,0.0,0.8,0,0.30083217912982646,None,None,0.31999999999999995,0.18999999999999997,0.9,0.0,1.0,0.8
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,12,4.0,0.72,0.69,None,None,None,0.44,0.21,1.0,0.0,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.5,0.3,0.5,0.2,0.4,0,0.5248354504032668,None,None,0.33999999999999997,0.29000000000000004,0.7,0.5,0.8,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,13,2.0,0.2965,0.38,None,None,None,0.27,0.11,0.67,0.33,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.4,0.2,0.5,0.1,0.5,1,0.0,None,None,0.17,0.29000000000000004,0.47000000000000003,0.16999999999999998,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,14,2.0,0.2965,0.38,None,None,None,0.3,0.11,1.0,0.43,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.2,0.1,0.4,0.0,0.6,1,0.0,None,None,0.19999999999999998,0.09000000000000001,0.9,0.02999999999999997,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,15,3.0,0.1964999999999999,0.72,None,None,None,0.31,0.16,1.0,0.0,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.2,0.1,0.4,0.0,0.6,0,0.354400902933387,None,None,0.21,0.04000000000000001,0.9,0.4,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,16,4.0,0.72,0.69,None,None,None,0.4,0.17,1.0,0.2,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.1,0.1,0.4,0.0,0.6,0,0.5248354504032668,None,None,0.30000000000000004,0.07,0.9,0.2,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,17,2.0,0.2965,0.38,None,None,None,0.51,0.24,1.0,0.3,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.1,0.1,0.4,0.0,0.6,1,0.0,None,None,0.41000000000000003,0.13999999999999999,0.9,0.10000000000000003,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,18,3.0,0.1964999999999999,0.72,None,None,None,0.31,0.28,0.92,0.42,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.1,0.1,0.4,0.0,0.6,0,0.354400902933387,None,None,0.21,0.18000000000000002,0.8200000000000001,0.019999999999999962,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,19,5.0,0.78,0.37,None,None,None,0.37,0.22,0.89,0.44,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.1,0.1,0.4,0.0,0.6,0,0.48360340155958376,None,None,0.27,0.12,0.79,0.03999999999999998,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,20,3.0,0.1964999999999999,0.72,None,None,None,0.41,0.26,1.0,0.5,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.1,0.1,0.4,0.0,0.6,0,0.354400902933387,None,None,0.30999999999999994,0.16,0.9,0.09999999999999998,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,21,3.0,0.1964999999999999,0.72,None,None,None,0.39,0.17,1.0,0.6,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.1,0.1,0.4,0.0,0.6,0,0.354400902933387,None,None,0.29000000000000004,0.07,0.9,0.19999999999999996,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,22,3.0,0.1964999999999999,0.72,5.0,0.78,0.37,0.5,0.27,1.0,0.33,1.0,0.0,2.0,0.2965,0.38,3.0,0.1965,0.72,0.1,0.1,0.1,0.4,0.0,0.6,0,0.354400902933387,0,0.6804206419561358,0.4,0.17,0.9,0.07,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,23,4.0,0.72,0.69,None,None,None,0.34,0.23,1.0,0.2,1.0,0.0,3.0,0.1965,0.72,3.0,0.1965,0.72,0.1,0.1,0.1,0.4,0.0,0.6,0,0.5243588942699455,None,None,0.24000000000000002,0.13,0.9,0.2,1.0,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,24,2.0,0.2965,0.38,None,None,None,0.56,0.17,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,25,2.0,0.2965,0.38,None,None,None,0.5,0.28,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,26,2.0,0.2965,0.38,5.0,0.78,0.37,0.38,0.1,0.75,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,1.0,27,2.0,0.2965,0.38,None,None,None,0.43,0.22,1.0,0.14,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,28,2.0,0.25,0.5,None,None,None,0.51,0.37,1.0,0.4,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.4,0.3,0.5,0.1,0.6,0,0.3537163411548864,None,None,0.41000000000000003,0.030000000000000027,0.7,0.09999999999999998,0.9,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,29,3.0,0.595,0.425,None,None,None,0.65,0.53,1.0,0.29,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.3,0.2,0.5,0.0,0.5,0,0.42578192775175416,None,None,0.55,0.23000000000000004,0.8,0.21000000000000002,1.0,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,30,2.0,0.25,0.5,None,None,None,0.57,0.34,1.0,0.5,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.2,0.1,0.4,0.0,0.4,0,0.3537163411548864,None,None,0.47,0.14,0.9,0.09999999999999998,1.0,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,31,3.0,0.595,0.425,None,None,None,0.44,0.4,0.86,0.14,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.42578192775175416,None,None,0.33999999999999997,0.30000000000000004,0.76,0.26,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,32,2.0,0.25,0.5,None,None,None,0.32,0.31,1.0,0.83,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.22,0.21,0.9,0.42999999999999994,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,33,2.0,0.25,0.5,None,None,None,0.25,0.37,1.0,0.6,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.15,0.27,0.9,0.19999999999999996,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,34,2.0,0.25,0.5,None,None,None,0.52,0.43,1.0,0.43,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.42000000000000004,0.32999999999999996,0.9,0.02999999999999997,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,35,2.0,0.25,0.5,None,None,None,0.51,0.24,1.0,0.57,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.41000000000000003,0.13999999999999999,0.9,0.16999999999999993,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,36,2.0,0.25,0.5,None,None,None,0.48,0.46,1.0,0.57,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.38,0.36,0.9,0.16999999999999993,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,37,2.0,0.25,0.5,None,None,None,0.4,0.44,1.0,0.8,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.30000000000000004,0.33999999999999997,0.9,0.4,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,38,2.0,0.25,0.5,None,None,None,0.52,0.32,1.0,0.11,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.42000000000000004,0.22,0.9,0.29000000000000004,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,39,5.0,0.49,0.835,None,None,None,0.53,0.23,1.0,0.2,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.7215609814838936,None,None,0.43000000000000005,0.13,0.9,0.2,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,40,3.0,0.595,0.425,None,None,None,0.22,0.32,1.0,1.0,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.42578192775175416,None,None,0.12,0.22,0.9,0.6,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,41,2.0,0.25,0.5,None,None,None,0.33,0.36,1.0,0.0,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.23,0.26,0.9,0.4,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,42,5.0,0.49,0.835,None,None,None,0.41,0.3,1.0,0.5,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.7215609814838936,None,None,0.30999999999999994,0.19999999999999998,0.9,0.09999999999999998,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,43,5.0,0.49,0.835,None,None,None,0.51,0.32,1.0,0.6,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.7215609814838936,None,None,0.41000000000000003,0.22,0.9,0.19999999999999996,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,44,2.0,0.25,0.5,None,None,None,0.58,0.37,1.0,0.2,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.48,0.27,0.9,0.2,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,45,2.0,0.25,0.5,None,None,None,0.36,0.31,1.0,0.0,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.26,0.21,0.9,0.4,1.0,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,5,611,2.0,46,2.0,0.25,0.5,None,None,None,0.41,0.35,1.0,0.0,1.0,0.0,1.0,0.2725,0.147,3.0,0.595,0.425,0.1,0.1,0.1,0.4,0.0,0.3,0,0.3537163411548864,None,None,0.30999999999999994,0.24999999999999997,0.9,0.4,1.0,0.3
