reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,0.0,0,1.0,0.2264999999999999,0.156,None,None,None,0.07,0.1,0.5,0.17,1.0,0.0,1.0,0.2265,0.156,None,None,None,0.5,0.7,0.8,0.9,0.8,0.2,1,1.1102230246251565e-16,None,None,0.43,0.6,0.30000000000000004,0.73,0.19999999999999996,0.2
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,0.0,1,3.0,0.67,0.4775,3.0,0.67,0.4775,0.27,0.27,0.85,0.31,1.0,0.08,2.0,0.2025,0.555,2.0,0.2025,0.555,0.3,0.6,0.4,0.8,0.7,0.1,0,0.47388025913726356,0,0.47388025913726356,0.02999999999999997,0.32999999999999996,0.44999999999999996,0.49000000000000005,0.30000000000000004,0.020000000000000004
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,0.0,2,2.0,0.2024999999999999,0.5549999999999999,None,None,None,0.25,0.28,1.0,0.0,1.0,0.0,4.0,0.68,0.785,None,None,None,0.2,0.9,0.6,0.9,0.9,0.0,0,0.530005896193618,None,None,0.04999999999999999,0.62,0.4,0.9,0.09999999999999998,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,3,4.0,0.353,0.475,5.0,0.345,0.7955,0.41,0.16,0.83,0.0,1.0,0.0,2.0,0.17,0.405,4.0,0.353,0.475,0.22,0.33,0.75,0.45,0.9,0.05,0,0.19593111034238536,0,0.3205998284466166,0.18999999999999997,0.17,0.07999999999999996,0.45,0.09999999999999998,0.05
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,4,8.0,0.6565,0.4974999999999999,None,None,None,0.56,0.45,1.0,0.18,1.0,0.0,3.0,0.165,0.73,None,None,None,0.25,0.36,0.8,0.5,0.95,0.07,0,0.5437172978671913,None,None,0.31000000000000005,0.09000000000000002,0.19999999999999996,0.32,0.050000000000000044,0.07
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,5,2.0,0.17,0.405,None,None,None,0.35,0.18,0.89,0.0,1.0,0.11,2.0,0.17,0.405,None,None,None,0.28,0.39,0.85,0.55,0.98,0.08,1,0.0,None,None,0.06999999999999995,0.21000000000000002,0.040000000000000036,0.55,0.020000000000000018,0.03
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,6,2.0,0.17,0.405,None,None,None,0.44,0.47,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,7,8.0,0.6565,0.4974999999999999,None,None,None,0.52,0.34,0.88,0.12,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,8,7.0,0.501,0.739,None,None,None,0.52,0.47,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,9,2.0,0.17,0.405,None,None,None,0.5,0.22,1.0,0.12,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,10,1.0,0.2274999999999999,0.1485,None,None,None,0.29,0.24,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,11,1.0,0.2274999999999999,0.1485,None,None,None,0.49,0.24,0.92,0.25,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,12,2.0,0.17,0.405,None,None,None,0.19,0.06,0.5,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,13,6.0,0.508,0.41,6.0,0.508,0.41,0.4,0.14,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,14,9.0,0.6599999999999999,0.779,9.0,0.6599999999999999,0.779,0.61,0.5,0.88,0.5,1.0,0.25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,15,10.0,0.825,0.435,7.0,0.501,0.739,0.54,0.44,1.0,0.27,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,16,2.0,0.17,0.405,None,None,None,0.43,0.26,0.92,0.08,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,17,10.0,0.825,0.435,None,None,None,0.38,0.19,1.0,1.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,18,9.0,0.6599999999999999,0.779,None,None,None,0.48,0.41,1.0,0.2,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,19,2.0,0.17,0.405,None,None,None,0.2,0.07,1.0,0.0,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,20,9.0,0.6599999999999999,0.779,None,None,None,0.49,0.32,0.91,0.09,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,21,11.0,0.8300000000000001,0.7150000000000001,None,None,None,0.53,0.32,0.9,0.3,1.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,1.0,22,2.0,0.17,0.405,None,None,None,0.48,0.28,1.0,0.25,1.0,0.0,12.0,0.5,0.58,None,None,None,0.45,0.49,0.9,0.6,0.99,0.1,0,0.37353045391239514,None,None,0.02999999999999997,0.20999999999999996,0.09999999999999998,0.35,0.010000000000000009,0.1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,2.0,23,5.0,0.772,0.5725,None,None,None,0.4,0.52,1.0,0.0,1.0,0.0,1.0,0.22,0.145,None,None,None,0.42,0.62,0.92,1.0,1.0,0.0,0,0.6981835360419207,None,None,0.019999999999999962,0.09999999999999998,0.07999999999999996,1.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,2.0,24,2.0,0.145,0.5900000000000001,None,None,None,0.25,0.5,1.0,0.67,1.0,0.0,1.0,0.22,0.145,None,None,None,0.35,0.48,0.85,0.5,1.0,0.11,0,0.4512759687818531,None,None,0.09999999999999998,0.020000000000000018,0.15000000000000002,0.17000000000000004,0.0,0.11
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,2.0,25,4.0,0.542,0.595,None,None,None,0.3,0.43,0.88,0.12,1.0,0.0,2.0,0.145,0.59,None,None,None,0.38,0.42,0.88,0.3,1.0,0.0,0,0.39703148489760864,None,None,0.08000000000000002,0.010000000000000009,0.0,0.18,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,2.0,26,5.0,0.772,0.5725,None,None,None,0.2,0.21,0.83,0.0,1.0,0.0,5.0,0.772,0.5725,None,None,None,0.4,0.58,0.9,0.0,1.0,0.0,1,0.0,None,None,0.2,0.37,0.07000000000000006,0.0,0.0,0.0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,689,2.0,27,1.0,0.22,0.145,None,None,None,0.29,0.21,1.0,0.0,1.0,0.0,2.0,0.145,0.59,None,None,None,0.29,0.3,0.83,0.09,1.0,0.0,0,0.451275968781853,None,None,0.0,0.09,0.17000000000000004,0.09,0.0,0.0
