reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,0.0,0,1.0,0.36115,0.1485,None,None,None,0.16,0.12,0.5,0.0,0.7,0.0,2.0,0.1425,0.5285,2.0,0.1425,0.5285,0.4,0.6,0.5,0.5,0.4,0.35,0,0.43841512576552377,None,None,0.24000000000000002,0.48,0.0,0.5,0.29999999999999993,0.35
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,0.0,1,4.0,0.63,0.585,None,None,None,0.2,0.12,0.75,0.17,0.92,0.0,3.0,0.394,0.584,3.0,0.394,0.584,0.3,0.7,0.55,0.6,0.45,0.3,0,0.23600211863455803,None,None,0.09999999999999998,0.58,0.19999999999999996,0.42999999999999994,0.47000000000000003,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,0.0,2,1.0,0.36115,0.1485,None,None,None,0.09,0.2,0.78,0.0,1.0,0.0,5.0,0.8625,0.585,5.0,0.8625,0.585,0.25,0.65,0.6,0.65,0.5,0.25,0,0.6647436141099815,None,None,0.16,0.45,0.18000000000000005,0.65,0.5,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,1.0,3,10.0,0.8200000000000001,0.4349999999999999,None,None,None,0.11,0.06,0.5,0.0,1.0,0.0,3.0,0.1755,0.7075,3.0,0.1755,0.7075,0.4,0.7,0.55,0.6,0.5,0.3,0,0.6997403089718358,None,None,0.29000000000000004,0.6399999999999999,0.050000000000000044,0.6,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,1.0,4,3.0,0.1755,0.7075,None,None,None,0.1,0.04,0.4,0.27,1.0,0.0,2.0,0.187,0.433,2.0,0.187,0.433,0.5,0.8,0.6,0.65,0.55,0.25,0,0.27474078692469384,None,None,0.4,0.76,0.19999999999999996,0.38,0.44999999999999996,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,1.0,5,6.0,0.502,0.4329999999999999,6.0,0.502,0.4329999999999999,0.35,0.35,1.0,0.33,1.0,0.0,7.0,0.505,0.72,7.0,0.505,0.72,0.4,0.7,0.55,0.6,0.5,0.3,0,0.2870156790142309,0,0.2870156790142309,0.050000000000000044,0.35,0.44999999999999996,0.26999999999999996,0.5,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,1.0,6,1.0,0.3635,0.149,6.0,0.502,0.4329999999999999,0.38,0.19,1.0,0.0,1.0,0.0,6.0,0.502,0.433,6.0,0.502,0.433,0.5,0.6,0.5,0.55,0.45,0.35,0,0.31597191330876234,1,1.1102230246251565e-16,0.12,0.41,0.5,0.55,0.55,0.35
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,1.0,7,12.0,0.5021,0.5934999999999999,None,None,None,0.51,0.34,1.0,0.0,1.0,0.0,4.0,0.346,0.7505,4.0,0.346,0.7505,0.3,0.5,0.45,0.5,0.4,0.4,0,0.22139604784187095,None,None,0.21000000000000002,0.15999999999999998,0.55,0.5,0.6,0.4
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,1.0,8,2.0,0.187,0.4329999999999999,None,None,None,0.38,0.21,0.83,0.0,1.0,0.0,8.0,0.66,0.7515,8.0,0.66,0.7515,0.3,0.4,0.4,0.5,0.35,0.45,0,0.5702378889551273,None,None,0.08000000000000002,0.19000000000000003,0.42999999999999994,0.5,0.65,0.45
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,191,1.0,9,1.0,0.3635,0.149,None,None,None,0.15,0.04,0.8,0.0,1.0,0.0,9.0,0.66,0.495,9.0,0.66,0.495,0.4,0.5,0.5,0.55,0.4,0.35,0,0.4556624298754507,None,None,0.25,0.46,0.30000000000000004,0.55,0.6,0.35
