reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,0.0,0,1.0,0.2264999999999999,0.156,None,None,None,0.11,0.06,0.42,0.08,1.0,0.0,2.0,0.2025,0.555,2.0,0.2025,0.555,0.6,0.5,0.4,0.3,0.2,0.7,0,0.3997211528053025,None,None,0.49,0.44,0.019999999999999962,0.21999999999999997,0.8,0.7
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,0.0,1,None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.08,0.0,4.0,0.68,0.785,4.0,0.68,0.785,0.55,0.45,0.35,0.25,0.15,0.65,None,None,None,None,0.55,0.45,0.35,0.25,0.06999999999999999,0.65
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,0.0,2,1.0,0.2264999999999999,0.156,None,None,None,0.0,0.0,0.29,0.0,0.86,0.0,3.0,0.67,0.4775,3.0,0.67,0.4775,0.5,0.4,0.3,0.2,0.1,0.6,0,0.5477723067114657,None,None,0.5,0.4,0.010000000000000009,0.2,0.76,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,3,1.0,0.2274999999999999,0.1485,None,None,None,0.0,0.45,1.0,1.0,0.83,0.0,3.0,0.165,0.73,3.0,0.165,0.73,0.55,0.5,0.4,0.3,0.2,0.65,0,0.5848491258435803,None,None,0.55,0.04999999999999999,0.6,0.7,0.6299999999999999,0.65
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,4,1.0,0.2274999999999999,0.1485,None,None,None,0.0,0.67,1.0,0.0,1.0,0.0,4.0,0.353,0.475,4.0,0.353,0.475,0.5,0.45,0.35,0.25,0.15,0.6,0,0.34978922224676967,None,None,0.5,0.22000000000000003,0.65,0.25,0.85,0.6
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,5,2.0,0.17,0.405,None,None,None,0.15,0.68,0.89,0.33,1.0,0.0,5.0,0.345,0.7955,5.0,0.345,0.7955,0.5,0.4,0.3,0.2,0.1,0.55,0,0.4279196770423159,None,None,0.35,0.28,0.5900000000000001,0.13,0.9,0.55
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,6,1.0,0.2274999999999999,0.1485,None,None,None,0.04,0.14,0.33,0.0,1.0,0.0,6.0,0.508,0.41,6.0,0.508,0.41,0.5,0.4,0.3,0.2,0.1,0.55,0,0.3834872879249064,None,None,0.46,0.26,0.030000000000000027,0.2,0.9,0.55
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,7,10.0,0.825,0.435,None,None,None,0.0,0.16,0.25,0.0,1.0,0.0,7.0,0.501,0.739,7.0,0.501,0.739,0.5,0.4,0.3,0.2,0.1,0.5,0,0.44428819475651155,None,None,0.5,0.24000000000000002,0.04999999999999999,0.2,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,8,11.0,0.8300000000000001,0.7150000000000001,None,None,None,0.0,0.0,0.2,0.0,1.0,0.0,5.0,0.345,0.7955,5.0,0.345,0.7955,0.5,0.4,0.3,0.2,0.1,0.5,0,0.4916352814841507,None,None,0.5,0.4,0.09999999999999998,0.2,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,9,9.0,0.6599999999999999,0.779,None,None,None,0.0,0.09,0.12,0.0,1.0,0.0,5.0,0.345,0.7955,5.0,0.345,0.7955,0.5,0.4,0.3,0.2,0.1,0.5,0,0.3154318468385841,None,None,0.5,0.31000000000000005,0.18,0.2,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,10,3.0,0.165,0.73,None,None,None,0.11,0.18,0.44,0.0,1.0,0.0,6.0,0.508,0.41,6.0,0.508,0.41,0.5,0.4,0.3,0.2,0.1,0.5,0,0.4690938072496801,None,None,0.39,0.22000000000000003,0.14,0.2,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,11,3.0,0.165,0.73,None,None,None,0.16,0.16,0.58,0.08,1.0,0.0,7.0,0.501,0.739,7.0,0.501,0.739,0.5,0.4,0.3,0.2,0.1,0.5,0,0.3361205141017132,None,None,0.33999999999999997,0.24000000000000002,0.27999999999999997,0.12000000000000001,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,12,12.0,0.5,0.5800000000000001,None,None,None,0.22,0.12,1.0,0.17,1.0,0.17,8.0,0.6565,0.4975,8.0,0.6565,0.4975,0.5,0.4,0.3,0.2,0.1,0.5,0,0.17691382082810828,None,None,0.28,0.28,0.7,0.03,0.9,0.32999999999999996
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,13,2.0,0.17,0.405,None,None,None,0.24,0.44,1.0,0.0,1.0,0.0,8.0,0.6565,0.4975,8.0,0.6565,0.4975,0.5,0.4,0.3,0.2,0.1,0.5,0,0.4952156096085824,None,None,0.26,0.03999999999999998,0.7,0.2,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,14,5.0,0.345,0.7955,None,None,None,0.12,0.56,1.0,0.12,1.0,0.0,9.0,0.66,0.779,9.0,0.66,0.779,0.5,0.4,0.3,0.2,0.1,0.5,0,0.3154318468385842,None,None,0.38,0.16000000000000003,0.7,0.08000000000000002,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,15,7.0,0.501,0.739,None,None,None,0.17,0.42,0.91,0.0,1.0,0.0,10.0,0.825,0.435,10.0,0.825,0.435,0.5,0.4,0.3,0.2,0.1,0.5,0,0.44428819475651155,None,None,0.32999999999999996,0.019999999999999962,0.6100000000000001,0.2,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,16,7.0,0.501,0.739,None,None,None,0.18,0.25,0.67,0.0,1.0,0.0,11.0,0.83,0.715,11.0,0.83,0.715,0.5,0.4,0.3,0.2,0.1,0.5,0,0.329874218453034,None,None,0.32,0.15000000000000002,0.37000000000000005,0.2,0.9,0.5
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,459,1.0,17,7.0,0.501,0.739,None,None,None,0.0,0.48,1.0,0.33,1.0,0.0,12.0,0.5,0.58,12.0,0.5,0.58,0.5,0.4,0.3,0.2,0.1,0.5,0,0.15900314462299167,None,None,0.5,0.07999999999999996,0.7,0.13,0.9,0.5
