reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,transcript_id,sentence_id,user_gaze_aoi_id,user_gaze_aoi_center_tuple_x,user_gaze_aoi_center_tuple_y,user_motor_aoi_id,user_motor_aoi_center_tuple_x,user_motor_aoi_center_tuple_y,user_workload,user_curiosity,user_valid_focus,user_course_follow,user_engagement,user_confusion,agent_gaze_aoi_id,agent_gaze_aoi_center_tuple_x,agent_gaze_aoi_center_tuple_y,agent_motor_aoi_id,agent_motor_aoi_center_tuple_x,agent_motor_aoi_center_tuple_y,agent_workload,agent_curiosity,agent_valid_focus,agent_course_follow,agent_engagement,agent_confusion,gaze_aoi_accuracy,gaze_aoi_distance,motor_aoi_accuracy,motor_aoi_distance,workload_diff,curiosity_diff,valid_focus_diff,follow_ratio_diff,engagement_accuracy,confusion_accuracy
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,0,1.0,0.275,0.15,None,None,None,0.27,0.14,1.0,1.0,1.0,0.0,1.0,0.275,0.15,1.0,0.275,0.15,0.6,0.4,0.5,0.3,0.2,0.25,1,0.0,None,None,0.32999999999999996,0.26,0.5,0.7,0.8,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,1,1.0,0.275,0.15,None,None,None,0.09,0.07,0.5,0.2,1.0,0.0,2.0,0.495,0.299,2.0,0.495,0.299,0.65,0.5,0.55,0.3,0.25,0.3,0,0.26570848687988874,None,None,0.56,0.43,0.050000000000000044,0.09999999999999998,0.75,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,2,3.0,0.163,0.645,None,None,None,0.23,0.28,0.83,0.0,1.0,0.0,3.0,0.163,0.645,3.0,0.163,0.645,0.7,0.6,0.5,0.2,0.15,0.35,1,0.0,None,None,0.47,0.31999999999999995,0.32999999999999996,0.2,0.85,0.35
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,3,3.0,0.163,0.645,4.0,0.495,0.63,0.5,0.32,1.0,0.08,1.0,0.0,4.0,0.495,0.63,4.0,0.495,0.63,0.65,0.5,0.55,0.25,0.2,0.3,0,0.33233868267175876,1,0.0,0.15000000000000002,0.18,0.44999999999999996,0.16999999999999998,0.8,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,4,4.0,0.495,0.63,None,None,None,0.51,0.26,1.0,0.15,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.6,0.45,0.55,0.3,0.25,0.2,0,0.30083217912982646,None,None,0.08999999999999997,0.19,0.44999999999999996,0.15,0.75,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,5,2.0,0.495,0.299,None,None,None,0.38,0.21,0.92,0.25,1.0,0.0,6.0,0.735,0.53,6.0,0.735,0.53,0.55,0.5,0.6,0.35,0.3,0.25,0,0.3331080905652098,None,None,0.17000000000000004,0.29000000000000004,0.32000000000000006,0.09999999999999998,0.7,0.25
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,6,2.0,0.495,0.299,None,None,None,0.44,0.2,1.0,0.5,1.0,0.0,1.0,0.275,0.15,1.0,0.275,0.15,0.6,0.4,0.5,0.3,0.2,0.3,0,0.26570848687988874,None,None,0.15999999999999998,0.2,0.5,0.2,0.8,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,7,2.0,0.495,0.299,None,None,None,0.28,0.06,1.0,0.0,1.0,0.0,2.0,0.495,0.299,2.0,0.495,0.299,0.65,0.55,0.55,0.25,0.2,0.3,1,0.0,None,None,0.37,0.49000000000000005,0.44999999999999996,0.25,0.8,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,8,2.0,0.495,0.299,None,None,None,0.44,0.15,0.82,0.27,1.0,0.0,3.0,0.163,0.645,3.0,0.163,0.645,0.7,0.6,0.5,0.2,0.15,0.35,0,0.4795205939268928,None,None,0.25999999999999995,0.44999999999999996,0.31999999999999995,0.07,0.85,0.35
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,9,6.0,0.735,0.53,None,None,None,0.4,0.15,0.92,0.62,1.0,0.0,4.0,0.495,0.63,4.0,0.495,0.63,0.65,0.55,0.55,0.25,0.2,0.3,0,0.26,None,None,0.25,0.4,0.37,0.37,0.8,0.3
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,10,3.0,0.163,0.645,None,None,None,0.41,0.17,1.0,0.14,1.0,0.0,5.0,0.605,0.91,5.0,0.605,0.91,0.6,0.45,0.55,0.3,0.25,0.2,0,0.5153532768887765,None,None,0.19,0.28,0.44999999999999996,0.15999999999999998,0.75,0.2
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,3,597,0.0,11,6.0,0.735,0.53,None,None,None,0.29,0.11,0.9,0.5,1.0,0.0,6.0,0.735,0.53,6.0,0.735,0.53,0.55,0.5,0.6,0.35,0.3,0.25,1,0.0,None,None,0.26000000000000006,0.39,0.30000000000000004,0.15000000000000002,0.7,0.25
